"Kapx","r","b","beta","init.size","Kexact","rcrit","p.colonization.from.one","poiss.imm","p.colonization.from.rcrit","p.colonization.to.rcrit","t.extinction.from.Kexact","t.extinction.from.rcrit"
250,1,7,14,0.5,235.571249664409,7.42875033559069,0.00127400941642713,0.00227923589948691,0.112351643755332,0.0282385609063243,1158689817.74384,369785585.72877
50,1,8,16,0.5,27.4031242374328,14.5968757625672,0.00201104168972199,0.00352769311586874,0.540601867783315,0.0051102384236764,19.7339297722938,13.1462663805076
75,1,8,16,0.5,56.3527897640529,10.6472102359471,0.00132905847796303,0.00235283377246701,0.277655151257556,0.0100327925956899,241.723142343802,77.125466193947
100,1,8,16,0.5,82.2767142944341,9.72328570556589,0.00122224957044621,0.00217456275868107,0.233168010371652,0.0124013671070047,14387.0244779648,4352.29461661647
150,1,8,16,0.5,132.975801729385,9.02419827061534,0.00107785898079346,0.00192698065070377,0.176317130981044,0.0154455673854753,327874302.202171,118063912.004766
200,1,8,16,0.5,183.269696917086,8.73030308291429,0.000970730283101291,0.00174002554279846,0.165822843725505,0.0157431769328131,1302943448.28466,398941985.275762
250,1,8,16,0.5,233.432201792903,8.56779820709727,0.000888002381605671,0.00159444831406938,0.156275958391353,0.0159213952747094,1171137510.40591,374065999.000255
75,1,9,18,0.5,53.3469899493758,12.6530100506242,0.000877360084817892,0.00156288445322298,0.302255452850965,0.0058524850944596,111.899018147354,39.7255963435002
100,1,9,18,0.5,79.7089169661946,11.2910830338054,0.000809839446724029,0.00144834618151201,0.221701756031887,0.00850577295866088,4170.01749110552,1411.12009168336
150,1,9,18,0.5,130.668513360395,10.3314866396053,0.000736395836832188,0.00132194038197295,0.174502775478232,0.0106772031726931,71573814.6016276,24663644.670796
200,1,9,18,0.5,181.058459546675,9.94154045332513,0.000672235360288349,0.00120923229986939,0.166125705275884,0.0109445827342276,1325064587.69074,399777580.506335
250,1,9,18,0.5,231.271160506695,9.72883949330495,0.000619555921731896,0.00111595422454947,0.157667536026576,0.0111049454366735,1159454743.64912,368076517.952561
75,1,10,20,0.5,50,15,0.000577068315440355,0.00103335593520016,0.321692151032957,0.00343511769534236,61.1793796363177,24.3752838357655
